52.29,113.4
49.79,146.02
53.24,176.02
60.77,205.99
75.86,231.97
98.65,251.44
126.12,265.29
156.3,269.27
185.5,264.16
210.85,249.55
231.37,229.35
244.49,202.96
250.32,172.47
252.49,142.49
248.47,110.12
225,87.36
209.98,80.73
187.62,80.82
170.02,84.14
74.93,89.66
90.09,82.17
113.03,81.61
130.88,84.48
88.48,107.11
106.14,98.23
124.78,105.64
106.36,110.04
106.49,103.56
213.62,105.6
196.05,97.21
177.3,104.94
195.94,109
195.77,102.54
151.08,97.56
131.3,138.05
122.53,153.24
130.75,163.46
152.99,165.39
174.8,162.71
182.59,152.15
173.55,137.31
152.09,123.51
138.2,156.67
167.74,156.35
114.98,198.81
128.85,189.08
143.72,185.24
153.84,187.38
163.74,184.93
178.53,188.23
192.17,197.68
182.43,204.68
169.98,208.7
154.4,209.85
138.51,209.06
125.62,205.54
135.03,197.68
154.12,198.16
172.85,197.27
172.59,194.08
153.99,194.69
134.88,194.69
153.02,148.11
95.87,100.92
117.04,99.94
116.02,108.25
96.87,109.21
206.24,99.68
185.18,99.06
186.26,107.38
205.37,107.92
