60.96,95.52
60.12,125.76
65.54,156.67
74.36,188.94
88.53,215.57
106.65,237.32
127.01,255.17
151.91,260.59
178.76,254.9
202.78,236.85
223.89,214.43
239.59,186.52
247.83,153.11
251.92,121.57
249.2,90.97
227.84,82.66
211.93,75.8
188.46,78.36
169.82,83.75
74.01,86.39
87.6,78.82
110.33,80.24
128.81,84.79
88,106.2
105.32,98.92
125.08,106.1
105.68,111.65
106.91,104.46
214.99,103.28
196.33,96.75
177.2,105.05
196.92,109.61
196.12,102.39
149.25,99.46
128.29,143.07
121.8,157.08
129.02,166.84
149.04,170.77
171.24,166.22
178.52,155.98
170.63,142.24
148.2,128.59
133.78,162.02
164.27,161.05
119.19,201.17
128.85,193.67
140.69,190.06
149.96,192.03
159.43,189.75
172.79,192.93
185.3,200.09
176.62,209.44
165.54,215.77
150.73,217.85
136.67,216.27
126.81,210.2
134.91,202.15
150.53,203.81
167.28,201.56
167.49,199.19
150.29,200.04
134.36,199.71
147.53,156.33
95.12,101.07
116.73,100.33
115.96,109.61
95.72,110.08
207.03,98.39
185.01,98.82
186.45,108.07
206.97,107.57
